id,latest_ep,name,genre,status,score,review,publish_year,duration,link
3056,454/480,Độc Bộ Tiêu Dao,CN Animation,Đang tiến hành,7.4,664,2020,480 Tập,https://animehay.cam/thong-tin-phim/doc-bo-tieu-dao-3056.html
3056,454/480,Độc Bộ Tiêu Dao,Kiếm hiệp,Đang tiến hành,7.4,664,2020,480 Tập,https://animehay.cam/thong-tin-phim/doc-bo-tieu-dao-3056.html
3056,454/480,Độc Bộ Tiêu Dao,Huyền ảo,Đang tiến hành,7.4,664,2020,480 Tập,https://animehay.cam/thong-tin-phim/doc-bo-tieu-dao-3056.html
3056,454/480,Độc Bộ Tiêu Dao,Xuyên không,Đang tiến hành,7.4,664,2020,480 Tập,https://animehay.cam/thong-tin-phim/doc-bo-tieu-dao-3056.html
3056,454/480,Độc Bộ Tiêu Dao,Trùng sinh,Đang tiến hành,7.4,664,2020,480 Tập,https://animehay.cam/thong-tin-phim/doc-bo-tieu-dao-3056.html
4103,12/??,Fairy Tail: 100 Years Quest,Anime,Đang tiến hành,9.4,222,2024,?? Tập,https://animehay.cam/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4103,12/??,Fairy Tail: 100 Years Quest,Hành động,Đang tiến hành,9.4,222,2024,?? Tập,https://animehay.cam/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4103,12/??,Fairy Tail: 100 Years Quest,Giả tưởng,Đang tiến hành,9.4,222,2024,?? Tập,https://animehay.cam/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4103,12/??,Fairy Tail: 100 Years Quest,Phiêu lưu,Đang tiến hành,9.4,222,2024,?? Tập,https://animehay.cam/thong-tin-phim/fairy-tail-100-years-quest-4103.html
4117,11/??,Makeine: Too Many Losing Heroines!,Anime,Đang tiến hành,8.7,110,2024,?? Tập,https://animehay.cam/thong-tin-phim/makeine-too-many-losing-heroines-4117.html
