id,name,genre,status,score,review,publish_year,duration,link
4025,Hayate no Gotoku! OVA,Shounen,Hoàn thành,9.2,28,2014,3 Tập,https://animehay.in/thong-tin-phim/hayate-no-gotoku-ova-2216.html
4025,Hayate no Gotoku 2nd Season OVA,Anime,Hoàn thành,9.6,47,2014,27 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-2nd-season-ova-2217.html
4025,Hayate no Gotoku 2nd Season OVA,Tình cảm,Hoàn thành,9.6,47,2014,27 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-2nd-season-ova-2217.html
4025,Hayate no Gotoku 2nd Season OVA,Hài hước,Hoàn thành,9.6,47,2014,27 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-2nd-season-ova-2217.html
4025,Hayate no Gotoku 2nd Season OVA,Harem,Hoàn thành,9.6,47,2014,27 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-2nd-season-ova-2217.html
4025,Hayate no Gotoku 2nd Season OVA,Shounen,Hoàn thành,9.6,47,2014,27 phút,https://animehay.in/thong-tin-phim/hayate-no-gotoku-2nd-season-ova-2217.html
4025,Danshi Koukousei no Nichijou Specials,Anime,Hoàn thành,9.6,154,2012,7 Tập,https://animehay.in/thong-tin-phim/danshi-koukousei-no-nichijou-specials-2146.html
4025,Danshi Koukousei no Nichijou Specials,Hài hước,Hoàn thành,9.6,154,2012,7 Tập,https://animehay.in/thong-tin-phim/danshi-koukousei-no-nichijou-specials-2146.html
4025,Danshi Koukousei no Nichijou Specials,Học đường,Hoàn thành,9.6,154,2012,7 Tập,https://animehay.in/thong-tin-phim/danshi-koukousei-no-nichijou-specials-2146.html
4025,Danshi Koukousei no Nichijou Specials,Đời thường,Hoàn thành,9.6,154,2012,7 Tập,https://animehay.in/thong-tin-phim/danshi-koukousei-no-nichijou-specials-2146.html
4025,Danshi Koukousei no Nichijou Specials,Shounen,Hoàn thành,9.6,154,2012,7 Tập,https://animehay.in/thong-tin-phim/danshi-koukousei-no-nichijou-specials-2146.html
4025,Kamen Rider Amazon,Anime,Hoàn thành,8.0,36,2016,13 Tập,https://animehay.in/thong-tin-phim/kamen-rider-amazon-2144.html
4025,Kamen Rider Amazon,Tokusatsu,Hoàn thành,8.0,36,2016,13 Tập,https://animehay.in/thong-tin-phim/kamen-rider-amazon-2144.html
4025,Working!!! SS3,Anime,Hoàn thành,8.7,112,2015,14 Tập,https://animehay.in/thong-tin-phim/working-ss3-86.html
4025,Working!!! SS3,Hài hước,Hoàn thành,8.7,112,2015,14 Tập,https://animehay.in/thong-tin-phim/working-ss3-86.html
4025,Working!!! SS3,Đời thường,Hoàn thành,8.7,112,2015,14 Tập,https://animehay.in/thong-tin-phim/working-ss3-86.html
4025,Planetarian: Hoshi No Hito,Viễn tưởng,Hoàn thành,9.8,133,2016,116 phút,https://animehay.in/thong-tin-phim/planetarian-hoshi-no-hito-2142.html
4025,Planetarian: Hoshi No Hito,Anime,Hoàn thành,9.8,133,2016,116 phút,https://animehay.in/thong-tin-phim/planetarian-hoshi-no-hito-2142.html
4025,Planetarian: Hoshi No Hito,Drama,Hoàn thành,9.8,133,2016,116 phút,https://animehay.in/thong-tin-phim/planetarian-hoshi-no-hito-2142.html
4025,Kuzu no Honkai Live Action,Anime,Đang tiến hành,4.8,33,2017,?? Tập,https://animehay.in/thong-tin-phim/kuzu-no-honkai-live-action-2016.html
4025,Kuzu no Honkai Live Action,Live Action,Đang tiến hành,4.8,33,2017,?? Tập,https://animehay.in/thong-tin-phim/kuzu-no-honkai-live-action-2016.html
4025,Ouran Highschool Host Club Live,Live Action,Hoàn thành,4.8,12,2014,103 phút,https://animehay.in/thong-tin-phim/ouran-highschool-host-club-live-2223.html
